"Chave";"Código";"Nome";"Referência Principal";"Descrição Genérica";"Classe";"CRM";"Un";"Localização física";"Classificação Fiscal";"Procedência";"Modelo";"Eixo";"Mola Freio";"Cor";"Tamanho";"Rodado";"Pneu";"Outras Características";"Volume";"Bruto";"Líquido"
"77443943";"CBH5 UG SS T TTM M21 VM";"Carreta Hidráulica 5t (3m3) de Eixo Tandem - USO GERAL - C/ TAMPA TRASEIRA MAIOR - Molas, Freios e Pneus não Incluídos";"623035M21VM";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Vermelha";"60cm";"TANDEM";;;0;"800";"790"
"77459354";"CBH6 FO-1M SC RD M22";"Carreta Hidráulica 6t (6m3) RD de 1 Eixo – FORRAGEIRA 1M - C/ FREIOS - Pneus não Incluídos";"623024M22";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBH6";"1E";"SC";"Laranja";"1m";"RD";;;0;"1205";"1200"
"77460079";"CBH6 FO SC RD M22";"Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos";"CBH6 FO SC RD M22";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBH6";"1E";"SC";"Laranja";"1,4m";"RD";;;0;"1205";"1200"
"77461919";"FTC6500 SS RS/RS BB P700(R) M22 VM";"Carreta Tanque (6500L) RS/RS de 2 Eixos – TANQUE - BOMBA (MANG 6m) - C/ PNEUS - VERMELHA - Molas e Freios não Incluídos";"622863M22VM";"Tanque";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";"FTC6500";"2E";"SS";"Vermelha";;"RS/RS";"700(R) - 700(R) (Un)";"BOMBA";0;"1026";"1016"
"77462352";"CBHM5000 GR SS T P700(R) M20";"Carreta Hidráulica 5t (5m3) de Eixo Tandem - GRANELEIRA - C/ PNEUS 700(R) - Molas e Freios não Incluídos";"623036M20";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Laranja";;"TANDEM";"700(R) - 700(R) (Un)";;0;"910";"900"
"77486553";"CBH5 FO SS RD M21 AN";"Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - AZUL - Molas, Freios e Pneus não Incluídos";"621468M21AN";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Azul";"1,4m";"RD";;;0;"1118";"1108"
"77508456";"CBH7 UG SS RD P700(R) M21 AN";"Carreta Hidráulica 7t (4m3) RD de 1 Eixo - USO GERAL - AZUL - C/ PNEUS - Molas e Freios não Incluídos";"622744M21AN";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH7";"1E";"SS";"Azul";"60cm";"RD";"700(R) - 700(R) (Un)";;0;"1205";"1200"
"77524956";"CBH6R FO SS T M21 VJ";"Carreta Hidráulica 6t (7,5m3) de Eixo Tandem - FORRAGEIRA - VERDE - Molas, Freios e Pneus não Incluídos";"622595M21VJ";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH6R";"1E";"SS";"Verde";"1,4m";"TANDEM";;;0;"1485";"1480"
"77525067";"CBH5 FO SS RD M21 VJ";"Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - VERDE - FORRAGEIRA - Molas, Freios e Pneus não Incluídos";"621468M21VJ";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Verde";"1,4m";"RD";;;0;"1118";"1108"
"77559111";"CBH5 FO-1M SS T M21 VM";"Carreta Hidráulica 5t (5m3) de Eixo Tandem - VERMELHA - FORRAGEIRA 1M - Molas, Freios e Pneus não Incluídos";"622766M21VM";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Vermelha";"1m";"TANDEM";;;0;"1118";"1108"
"77614963";"FTC6500 SS RS/RD M22";"Carreta Tanque (6500L) RS/RD de 2 Eixos - TANQUE - Molas, Freios e Pneus não Incluídos";"623041M22";"Tanque";"Carretas Tanque";"T";"Un";;"8716.20.00";"Nacional - 0";"FTC6500";"2E";"SS";"Laranja";;"RS/RD";;;0;"1026";"1016"
"77627670";"619363M17PB";"FTC6500 CS M17 PRETA - PLAT. P/ BOMBA [CHASSI COM RODAS PARA CARRETA TANQUE 6,0T]";"619363M17PB";"Conjuntos Avulsos";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"463";"463"
"77645951";"CBHM10000-2E SS RS/RS M17";"Carreta Hidráulica 6t (10m3) RS/RS de 2 Eixos - FORRAGEIRA - Molas, Freios e Pneus não Incluídos";"623043M17";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM10000";"2E";"SS";"Laranja";;"RS/RS";;;0;"1473";"1468"
"77686068";"FTC6500 CS RS/RS BB P700(R) M22";"Carreta Tanque (6500L) RS/RS de 2 Eixos – TANQUE - C/ MOLAS + BOMBA (MANG 6m) - C/ PNEUS 700(R) - Freios não Incluídos";"623045M22";"Tanque";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";"FTC6500";"2E";"CS";"Laranja";;"RS/RS";"700(R) - 700(R) (Un)";"BOMBA";0;"1026";"1016"
"77687175";"FTC6500 CS RS/RS BB P700(R) M22 CO";"Carreta Tanque (6500L) RS/RS de 2 Eixos – TANQUE - C/ MOLAS + BOMBA (MANG 6m) - C/ PNEUS - CINZA - Freios não Incluídos";"623045M22CO";"Tanque";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";"FTC6500";"2E";"CS";"Cinza";;"RS/RS";"700(R) - 700(R) (Un)";"BOMBA";0;"1026";"1016"
"77702058";"FTC6500 CS RS/RS BB P750(I) M22 AN";"Carreta Tanque (6500L) RS/RS de 2 Eixos – TANQUE - BOMBA (MANG 6m) - C/MOLAS - C/ PNEUS - AZUL - Freios não Incluídos";"622994M22AN";"Tanque";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";"FTC6500";"1E";"CS";"Azul";;"RS/RS";"750(I) - 750(I) (Un)";"BOMBA";0;"1026";"1016"
"77705544";"CBHM5000 GR SS RD MM P700(R) M17 VM";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ MANG MAIORES - PNEUS 700(R) - VERMELHA - Molas e Freios não Incluídos";"623046M17VM";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Vermelha";;"RD";"700(R) - 700(R) (Un)";"MANG. MAIORES";0;"910";"900"
"77717974";"FTC6500 CS RS/RS BB P700(R) M22 AN";"Carreta Tanque (6500L) RS/RS de 2 Eixos – TANQUE - C/ MOLAS + BOMBA (MANG 6m) - C/ PNEUS - AZUL - Freios não Incluídos+";"623045M22AN";"Tanque";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";"FTC6500";"2E";"CS";"Azul";;"RS/RS";"700(R) - 700(R) (Un)";"BOMBA";0;"1026";"1016"
"77737728";"CBH7 FO SS RD MM M21 VM";"Carreta Hidráulica 7t (9m3) RD de 1 Eixo - FORRAGEIRA - C/ MANG MAIORES - VERMELHA - Molas, Freios e Pneus não Incluídos";"622827M21VM";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH7";"1E";"SS";"Vermelha";"1,4m";"RD";;"MANG. MAIORES";0;"1205";"1200"
"77773598";"623049M17";"FTC4300 SS M17 [CHASSI COM RODAS PARA CARRETA TANQUE 4,0T]";"623049M17";"Conjuntos Avulsos";"Carretas Agrícolas";;"Un";;"8716.90.90";"Nacional - 0";;;;;;;;;0;"300";"300"
"77774900";"623050M17";"FTC4300 CS M17 [CHASSI COM RODAS PARA CARRETA TANQUE 4,0T]";"623050M17";"Conjuntos Avulsos";"Carretas Agrícolas";;"Un";;"8716.90.90";"Nacional - 0";;;;;;;;;0;"287";"287"
"77777078";"623051M17";"FTC6500 SS M17 [CHASSI COM RODAS PARA CARRETA TANQUE 6,0T]";"623051M17";"Conjuntos Avulsos";"Carretas Agrícolas";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"333";"333"
"77777096";"623052M17";"FTC6500 CS M17 [CHASSI COM RODAS PARA CARRETA TANQUE 6,0T]";"623052M17";"Conjuntos Avulsos";"Carretas Agrícolas";;"Un";;"8716.90.90";"Nacional - 0";;;;;;;;;0;"463";"463"
"77807259";"CBHM3500 SS RS BE MM M17 VM";"Carreta Hidráulica 3,5t (3,5m3) RS de 1 Eixo - USO GERAL - C BASE P/ ENSILADEIRA + MANG. MAIORES - VERMELHA - Molas, Freios e Pneus não Incluídos";"623053M17VM";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM3500";"1E";"SS";"Vermelha";;"RS";;"B. ENS. + MANG. MAIORES";0;"850";"840"
"77808201";"FTC6500 SS RS/RS P700(R) M22";"Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - C/ PNEUS 700(R) - Molas e Freios não Incluídos";"623054M22";"Tanque";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";"FTC6500";"2E";"SS";"Laranja";;"RS/RS";"700(R) - 700(R) (Un)";;0;"1010";"1000"
"77808216";"CBHM8000 SS RD P700(R) M17";"Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRA - C/ PNEUS - Molas e Freios não Incluídos";"623055M17";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM8000";"1E";"SS";"Laranja";;"RD";"700(R) - 700(R) (Un)";;0;"960";"950"
"77816829";"623056M20";"FTC4300-1E SS RD M20 [CHASSI COM RODAS PARA CARRETA TANQUE 4,0T]";"623056M20";"Conjuntos Avulsos";"Carretas Tanque";;"Un";;"8716.90.90";"Nacional - 0";;;;;;;;;0;"232";"232"
"77816886";"623057M20";"FTC4300 01E CS RD M20 [CHASSI COM RODAS PARA CARRETA TANQUE 4,0T]";"623057M20";"Conjuntos Avulsos";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"348";"348"
"77816919";"623058M20";"FTC6500 01E SS TANDEM M20 [CHASSI COM RODAS PARA CARRETA TANQUE 6,0T]";"623058M20";"Conjuntos Avulsos";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"380";"380"
"77817909";"623059M17";"FTC6500 SS RS/RD M17 [CHASSI COM RODAS PARA CARRETA TANQUE 6,0T]";"623059M17";"Conjuntos Avulsos";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"333";"333"
"77823547";"FTC6500 SS RS/RS BB P750(I) M22 CO RT";"Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - BOMBA (MANG 6m) - C/PNEUS - CINZA - Molas e Freios não Incluídos+";"622927M22CORT";"Tanque";"Carretas Especiais";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"1026";"1016"
"77823644";"610083M17RTPB";"FTC6500 SS M17 - PLAT. P/ BOMBA ""COM CUBO DE 5000"" PRETA [CHASSI COM RODAS PARA CARRETA TANQUE 6,0T]";"610083M17RTPB";"Conjuntos Avulsos";"Carretas Especiais";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"333";"333"
"77824393";"FTC6500 SS RS/RS M22 RT";"Carreta Tanque (6500L) RS/RS de 2 Eixos Roda Tandem - TANQUE - Molas, Freios e Pneus não Incluídos";"613426M22RT";"Tanque";"Carretas Especiais";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"1010";"1000"
"77824881";"CHASSI FTC6500 SS M17 RT";"Chassi Com Rodas Para Carreta Tanque 6t de 2 Eixos - IÇAMENTO LONGO - RODAS TANDEM - Molas, Pneus e Freios não incluídos";"610083M17RT";"Chassi Com Rodas";"Carretas Especiais";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"333";"333"
"77825459";"FTC6500 SS RS/RS PL M22 RT";"Carreta Tanque (6500L) RS/RS de 2 Eixos com Roda Tandem - TANQUE - PLAT P/ BOMBA - Molas, Freios e Pneus não Incluídos";"622999M22RT";"Tanque";"Carretas Especiais";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"1026";"1016"
"77825613";"FTC6500 SS RS/RS BB P700(R) M22 RT";"Carreta Tanque (6500L) RS/RS de 2 Eixos Roda Tandem - TANQUE - BOMBA (MANG 6m) - C/ PNEUS - Molas e Freios não Incluídos";"622863M22RT";"Tanque";"Carretas Especiais";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"1026";"1016"
"77825747";"610082M17RT";"F6 SS M17 ""COM CUBO DE 5000"" [CHASSI COM RODAS PARA CARRETA AGRICOLA 6,0T]";"610082M17RT";"Conjuntos Avulsos";"Carretas Especiais";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"333";"333"
"77826481";"FTC6500 CS RS/RS BB P750(I) M22 VJ";"Carreta Tanque (6500L) RS/RS de 2 Eixos – TANQUE - BOMBA (MANG 6m) - C/MOLAS - C/ PNEUS - VERDE - Freios não Incluídos";"622994M22VJ";"Tanque";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";"FTC6500";"2E";"CS";"Verde";;"RS/RS";"750(I) - 750(I) (Un)";"BOMBA";0;"1026";"1016"
"77828258";"FTC6500 CS RS/RS PL M22";"Carreta Tanque (6500L) RS/RS de 2 Eixos – TANQUE - PLAT. P/ BOMBA - C/ MOLAS - Freios e Pneus não Incluídos";"621135M22";"Tanque";"Carretas Tanque";"T";"Un";;"8716.20.00";"Nacional - 0";"FTC6500";"1E";"CS";"Laranja";;"RS/RS";;"PLAT.";0;"1226";"1216"
"77828883";"FTC6500 CS RS/RS PL M22 VJ";"Carreta Tanque (6500L) RS/RS de 2 Eixos – TANQUE - PLAT. P/ BOMBA - C/ MOLAS - VERDE - Freios e Pneus não Incluídos";"621135M22VJ";"Tanque";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";"FTC6500";"1E";"CS";"Verde";;"RS/RS";;"BOMBA";0;"1226";"1216"
"77845663";"CBH8 FO SS RD/RD M13 VJ";"Carreta Hidráulica 8t (13m3) RD/RD de 2 Eixos – FORRAGEIRA - VERDE - Molas, Freios e Pneus não Incluídos";"621503VJ";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"1132";"1122"
"77846646";"CBH5 UG SS RD P700(R) M21 VJ";"Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ PNEUS - VERDE - Molas e Freios não Incluídos";"622743M21VJ";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Verde";"60cm";"RD";"700(R) - 700(R) (Un)";;0;"800";"790"
"77846676";"CBH6 FO SC RD M22 VM";"Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos";"623025M22VM";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH6";"1E";"SC";"Vermelha";"1,4m";"RD";;;0;"1205";"1200"
"77856459";"610045M17RT";"F4 SS M17 ""COM CUBO DE 5000"" [CHASSI COM RODAS PARA CARRETA AGRICOLA 4,0T]";"610045M17RT";"Conjuntos Avulsos";"Carretas Especiais";;"Un";;"8716.90.90";"Nacional - 0";;;;;;;;;0;"300";"300"
"77860128";"CBH5 UG CS RD P700(R) M21 AN";"Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - AZUL - Freios não incluídos+";"622796M21AN";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"CS";"Azul";"60cm";"RD";"700(R) - 700(R) (Un)";;0;"866";"856"
"77864673";"CBHM5000 GR SS RD P700(R) M17 AV";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ PNEUS 700(R) - AMARELA - Molas e Freios não Incluídos";"622747M17AV";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Amarela";;"RD";"700(R) - 700(R) (Un)";;0;"910";"900"
"77868355";"623051M17RT";"FTC6500 SS M17 ""COM CUBO DE 5000"" [CHASSI COM RODAS PARA CARRETA TANQUE 6,0T]";"623051M17RT";"Conjuntos Avulsos";"Carretas Especiais";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"333";"333"
"77879432";"CBH5 FO SC RD M21";"Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ FREIOS - Molas e Pneus não Incluídos";"622704M21";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SC";"Laranja";"1,4m";"RD";;;0;"1118";"1108"
"77880773";"CBHM6000 CA SC T M21";"Carreta Hidráulica (6m3) de Eixo Tandem - CAFEEIRA - C/ FREIOS - Molas e Pneus não Incluídos";"622580M21";"Cafeeira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SC";"Laranja";;"TANDEM";;;0;"1160";"1150"
"77916538";"CBH6 UG SS RD P700(R) M22";"Carreta Hidráulica 6t (4m3) RD de 1 Eixo – USO GERAL - C/ PNEUS 700(R) - Molas e Freios não Incluídos";"623062M22";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH6";"1E";"SS";"Laranja";"60cm";"RD";"700(R) - 700(R) (Un)";;0;"1205";"1200"
"77934252";"CBH6-2E FO SS RS/RD P700(R) M21 VM";"Carreta Hidráulica 6t (9m3) RS/RD de 2 Eixos - FORRAGEIRA - C/ PNEUS 700(R) - VERMELHA - Molas e Freios não Incluídos";"622760M21VM";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH6-2E";"2E";"SS";"Vermelha";"1,4m";"RS/RD";"700(R) - 700(R) (Un)";;0;"1445";"1440"
"77934634";"CBH6-2E FO SS RS/RD P700(R) M21 AN";"Carreta Hidráulica 6t (9m3) RS/RD de 2 Eixos - FORRAGEIRA - C/ PNEUS 700(R) - AZUL - Molas e Freios não Incluídos";"622760M21AN";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH6-2E";"2E";"SS";"Azul";"1,4m";"RS/RD";"700(R) - 700(R) (Un)";;0;"1445";"1440"
"77937842";"FTC6500 SS RS/RS BB P700(R) M22 AN RT";"Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - BOMBA (MANG 6m) - C/ PNEUS - AZUL - Molas e Freios não Incluídos";"622863M22ANRT";"Tanque";"Carretas Especiais";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"1026";"1016"
"77939168";"FTC6500 SS RS/RS P700(R) M22 AN RT";"Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - C/ PNEUS - Molas e Freios não Incluídos";"623054M22ANRT";"Tanque";"Carretas Especiais";;"Un";;"8716.20.00";"Nacional - 0";"FTC6500";;;"Azul";;;;;0;"1026";"1016"
"77939182";"FTC6500 SS RS/RS P700(R) M22 RT";"Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - C/ PNEUS - Molas e Freios não Incluídos+";"623054M22RT";"Tanque";"Carretas Especiais";;"Un";;"8716.20.00";"Nacional - 0";"FTC6500";;;"Laranja";;;;;0;"1010";"1000"
"77977936";"623063LC";"TANQUE COMPLETO 4300L LARANJA [FTC4300 M22]";"623063LC";"Tanque Completo";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"558";"548"
"77977963";"623063AN";"TANQUE COMPLETO 4300L AZUL [FTC4300 M22]";"623063AN";"Tanque Completo";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"558";"548"
"77977983";"623063AV";"TANQUE COMPLETO 4300L AMARELO [FTC4300 M22]";"623063AV";"Tanque Completo";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"558";"548"
"77977997";"623063CO";"TANQUE COMPLETO 4300L CINZA [FTC4300 M22]";"623063CO";"Tanque Completo";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"558";"548"
"77978016";"623063VM";"TANQUE COMPLETO 4300L VERMELHO [FTC4300 M22]";"623063VM";"Tanque Completo";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"558";"548"
"77978081";"623063VJ";"TANQUE COMPLETO 4300L VERDE [FTC4300 M22]";"623063VJ";"Tanque Completo";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"558";"548"
"77978101";"FTC4300-1E SS RD BB P700(R) M22";"Carreta Tanque (4300L) RD de 1 Eixo - TANQUE - BOMBA - C/ PNEUS 700(R) - Molas e Freios não Incluídos";"622906M22";"Tanque";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";"FTC4300";"1E";"SS";"Laranja";;"RD";"700(R) - 700(R) (Un)";"BOMBA";0;"689";"679"
"77982207";"623064AN";"TANQUE COMPLETO 4300L M22 [FTC 4300 AZUL]";"623064AN";"Conjuntos Avulsos";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"747";"737"
"77984506";"CBH5 FO-1M SS RD MM M21";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MANG MAIORES - Molas, Freios e Pneus não incluídos";"622914M21";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Laranja";"1m";"RD";;"MANG. MAIORES";0;"800";"790"
"77987158";"CBH5 FO SS RD MM P700(R) M21";"Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MANG MAIORES + PNEUS 700(R) - Molas e Freios não Incluídos";"622889M21";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Laranja";"1,4m";"RD";"700(R) - 700(R) (Un)";"MANG. MAIORES";0;"1118";"1108"
"77994611";"CBHM3500 SS RS MM M17";"Carreta Hidráulica 3,5t (3,5m3) RS de 1 Eixo - USO GERAL - C/ MANGUEIRAS MAIORES - Molas, Freios e Pneus não Incluídos";"622948M17";"Uso Geral";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM3500";"1E";"SS";"Laranja";;"RS";;"MANG. MAIORES";0;"850";"840"
"77994716";"CBHM4500 SS RD MM M17";"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos";"622912M17";"Cafeeira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM4500";"1E";"SS";"Laranja";;"RD";;"MANG. MAIORES";0;"880";"870"
"77994922";"CBHM5000 GR SC RD BE P700(R) M17";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ FREIOS + BASE P/ ENSILADEIRA + PNEUS 700(R) - Molas não Incluídas";"622870M17";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SC";"Laranja";;"RD";"700(R) - 700(R) (Un)";"B. ENS.";0;"924";"914"
"77995574";"CBHM5000 GR SS RD BE MM P700(R) M17";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ BASE P/ ENSILADEIRA + MANG MAIORES + PNEUS 700(R) - Molas e Freios não Incluídos";"622866M17";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Laranja";;"RD";"700(R) - 700(R) (Un)";"B. ENS. + MANG. MAIORES";0;"1010";"1000"
"77996370";"CBHM6000 CA SC RD MM P700(R) M21";"Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas";"622865M21";"Cafeeira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SC";"Laranja";;"RD";"700(R) - 700(R) (Un)";"MANG. MAIORES";0;"1160";"1150"
"77996404";"CBHM6000 CA SS RD MM M21";"Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos";"622919M21";"Cafeeira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SS";"Laranja";;"RD";;"MANG. MAIORES";0;"1160";"1150"
"77996428";"CBHM6000 CA SS RD MM P700(R) M21";"Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - C/ MANG MAIORES + PNEUS 700(R) - Molas e Freios Incluídos";"622979M21";"Cafeeira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SS";"Laranja";;"RD";"700(R) - 700(R) (Un)";"MANG. MAIORES";0;"1160";"1150"
"77996455";"CBHM6000 UG SS RD MM M17";"Carreta Hidráulica 7t (6m3) RD de 1 Eixo - USO GERAL - MANG MAIORES - Molas, Freios e Pneus não Incluídos+";"622962M17";"Uso Geral";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SS";"Laranja";;"RD";;"MANG. MAIORES";0;"1160";"1150"
"77997906";"623064AV";"TANQUE COMPLETO 4300L M22 [FTC 4300 AMARELO]";"623064AV";"Conjuntos Avulsos";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"747";"737"
"77997915";"623064CO";"TANQUE COMPLETO 4300L M22 [FTC 4300 CINZA]";"623064CO";"Conjuntos Avulsos";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"747";"737"
"77997924";"623064LC";"TANQUE COMPLETO 4300L M22 [FTC 4300 LARANJA]";"623064LC";"Conjuntos Avulsos";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"747";"737"
"77997944";"623064VJ";"TANQUE COMPLETO 4300L M22 [FTC 4300 VERDE]";"623064VJ";"Conjuntos Avulsos";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"747";"737"
"77997964";"623064VM";"TANQUE COMPLETO 4300L M22 [FTC 4300 VERMELHO]";"623064VM";"Conjuntos Avulsos";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"747";"737"
"78020204";"FTC6500 SS RS/RS BB M22 AN";"Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - BOMBA (MANG 6m) - AZUL -  Molas, Freios e Pneus não Incluídos";"613431M22AN";"Tanque";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";"FTC6500";"2E";"SS";"Azul";;"RS/RS";;"BOMBA";0;"1026";"1016"
